dispatch_id,module_name,vmfb_path,mlir_path,mean_time,mean_unit,mean_time_ns,returncode,log_path,source,op,shape,cycles,implementation,cell_class,exclusion_reason
10,moonshine$dispatch_10_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
11,moonshine$dispatch_11_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
12,moonshine$dispatch_12_rope_s8,,,27.714799060,ms,27714799.060,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,rope_s8,T=165;H=8;D=36;R=32,1108592,pext_int_rot[curated[pext_nl]],measured,
13,moonshine$dispatch_13_rope_s8,,,27.930373120,ms,27930373.120,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,rope_s8,T=165;H=8;D=36;R=32,1117215,pext_int_rot[curated[pext_nl]],measured,
14,moonshine$dispatch_14_permute4_s8,,,4.406331800,ms,4406331.800,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,176253,pext_block[curated[pext_nl]],measured,
15,moonshine$dispatch_15_permute4_s8,,,4.386145010,ms,4386145.010,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175446,pext_block[curated[pext_nl]],measured,
16,moonshine$dispatch_16_permute4_s8,,,4.389795020,ms,4389795.020,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175592,pext_block[curated[pext_nl]],measured,
17,moonshine$dispatch_17_attention_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,attention_s8,B=8;M=165;Dk=36;S=165;Dv=36,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
18,moonshine$dispatch_18_permute4_s8,,,3.746722850,ms,3746722.850,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=8;d2=165;d3=36;p0=0;p1=2;p2=1;p3=3,149869,pext_block[curated[pext_nl]],measured,
19,moonshine$dispatch_19_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
20,moonshine$dispatch_20_add_s8,,,17.219853300,ms,17219853.300,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,add_s8,n=47520,688794,pext_int_add[curated[pext_nl]],measured,
21,moonshine$dispatch_21_layernorm_pc_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,layernorm_pc_s8,M=165;K=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
22,moonshine$dispatch_22_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=1152,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
23,moonshine$dispatch_23_gelu_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,gelu_s8,n=190080,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
24,moonshine$dispatch_24_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=1152;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
25,moonshine$dispatch_25_add_s8,,,17.291885130,ms,17291885.130,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,add_s8,n=47520,691675,pext_int_add[curated[pext_nl]],measured,
26,moonshine$dispatch_26_layernorm_pc_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,layernorm_pc_s8,M=165;K=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
27,moonshine$dispatch_27_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
28,moonshine$dispatch_28_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
29,moonshine$dispatch_29_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
30,moonshine$dispatch_30_rope_s8,,,27.883618230,ms,27883618.230,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,rope_s8,T=165;H=8;D=36;R=32,1115345,pext_int_rot[curated[pext_nl]],measured,
31,moonshine$dispatch_31_rope_s8,,,27.905468630,ms,27905468.630,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,rope_s8,T=165;H=8;D=36;R=32,1116219,pext_int_rot[curated[pext_nl]],measured,
32,moonshine$dispatch_32_permute4_s8,,,4.387709300,ms,4387709.300,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175508,pext_block[curated[pext_nl]],measured,
33,moonshine$dispatch_33_permute4_s8,,,4.375915050,ms,4375915.050,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175037,pext_block[curated[pext_nl]],measured,
34,moonshine$dispatch_34_permute4_s8,,,4.377479340,ms,4377479.340,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175099,pext_block[curated[pext_nl]],measured,
35,moonshine$dispatch_35_attention_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,attention_s8,B=8;M=165;Dk=36;S=165;Dv=36,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
36,moonshine$dispatch_36_permute4_s8,,,3.746002780,ms,3746002.780,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=8;d2=165;d3=36;p0=0;p1=2;p2=1;p3=3,149840,pext_block[curated[pext_nl]],measured,
37,moonshine$dispatch_37_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
38,moonshine$dispatch_38_add_s8,,,17.225415220,ms,17225415.220,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,add_s8,n=47520,689017,pext_int_add[curated[pext_nl]],measured,
39,moonshine$dispatch_39_layernorm_pc_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,layernorm_pc_s8,M=165;K=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
40,moonshine$dispatch_40_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=1152,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
41,moonshine$dispatch_41_gelu_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,gelu_s8,n=190080,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
42,moonshine$dispatch_42_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=1152;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
43,moonshine$dispatch_43_add_s8,,,17.204731830,ms,17204731.830,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,add_s8,n=47520,688189,pext_int_add[curated[pext_nl]],measured,
44,moonshine$dispatch_44_layernorm_pc_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,layernorm_pc_s8,M=165;K=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
45,moonshine$dispatch_45_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
46,moonshine$dispatch_46_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
47,moonshine$dispatch_47_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
48,moonshine$dispatch_48_rope_s8,,,27.934221770,ms,27934221.770,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,rope_s8,T=165;H=8;D=36;R=32,1117369,pext_int_rot[curated[pext_nl]],measured,
49,moonshine$dispatch_49_rope_s8,,,27.827204470,ms,27827204.470,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,rope_s8,T=165;H=8;D=36;R=32,1113088,pext_int_rot[curated[pext_nl]],measured,
50,moonshine$dispatch_50_permute4_s8,,,4.427164170,ms,4427164.170,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,177087,pext_block[curated[pext_nl]],measured,
51,moonshine$dispatch_51_permute4_s8,,,4.380881050,ms,4380881.050,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175235,pext_block[curated[pext_nl]],measured,
52,moonshine$dispatch_52_permute4_s8,,,4.391930400,ms,4391930.400,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175677,pext_block[curated[pext_nl]],measured,
53,moonshine$dispatch_53_attention_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,attention_s8,B=8;M=165;Dk=36;S=165;Dv=36,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
54,moonshine$dispatch_54_permute4_s8,,,3.736592210,ms,3736592.210,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=8;d2=165;d3=36;p0=0;p1=2;p2=1;p3=3,149464,pext_block[curated[pext_nl]],measured,
55,moonshine$dispatch_55_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
56,moonshine$dispatch_56_add_s8,,,17.421472900,ms,17421472.900,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,add_s8,n=47520,696859,pext_int_add[curated[pext_nl]],measured,
57,moonshine$dispatch_57_layernorm_pc_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,layernorm_pc_s8,M=165;K=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
58,moonshine$dispatch_58_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=1152,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
59,moonshine$dispatch_59_gelu_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,gelu_s8,n=190080,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
60,moonshine$dispatch_60_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=1152;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
61,moonshine$dispatch_61_add_s8,,,18.747742520,ms,18747742.520,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,add_s8,n=47520,749910,pext_int_add[curated[pext_nl]],measured,
62,moonshine$dispatch_62_layernorm_pc_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,layernorm_pc_s8,M=165;K=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
63,moonshine$dispatch_63_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
64,moonshine$dispatch_64_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
65,moonshine$dispatch_65_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
66,moonshine$dispatch_66_rope_s8,,,27.815931650,ms,27815931.650,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,rope_s8,T=165;H=8;D=36;R=32,1112637,pext_int_rot[curated[pext_nl]],measured,
67,moonshine$dispatch_67_rope_s8,,,27.832691900,ms,27832691.900,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,rope_s8,T=165;H=8;D=36;R=32,1113308,pext_int_rot[curated[pext_nl]],measured,
68,moonshine$dispatch_68_permute4_s8,,,4.388379710,ms,4388379.710,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175535,pext_block[curated[pext_nl]],measured,
69,moonshine$dispatch_69_permute4_s8,,,4.337974810,ms,4337974.810,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,173519,pext_block[curated[pext_nl]],measured,
70,moonshine$dispatch_70_permute4_s8,,,4.376883420,ms,4376883.420,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175075,pext_block[curated[pext_nl]],measured,
71,moonshine$dispatch_71_attention_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,attention_s8,B=8;M=165;Dk=36;S=165;Dv=36,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
72,moonshine$dispatch_72_permute4_s8,,,3.715139090,ms,3715139.090,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=8;d2=165;d3=36;p0=0;p1=2;p2=1;p3=3,148606,pext_block[curated[pext_nl]],measured,
73,moonshine$dispatch_73_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
74,moonshine$dispatch_74_add_s8,,,17.216004650,ms,17216004.650,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,add_s8,n=47520,688640,pext_int_add[curated[pext_nl]],measured,
75,moonshine$dispatch_75_layernorm_pc_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,layernorm_pc_s8,M=165;K=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
76,moonshine$dispatch_76_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=1152,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
77,moonshine$dispatch_77_gelu_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,gelu_s8,n=190080,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
78,moonshine$dispatch_78_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=1152;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
79,moonshine$dispatch_79_add_s8,,,17.220796840,ms,17220796.840,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,add_s8,n=47520,688832,pext_int_add[curated[pext_nl]],measured,
80,moonshine$dispatch_80_layernorm_pc_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,layernorm_pc_s8,M=165;K=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
81,moonshine$dispatch_81_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
82,moonshine$dispatch_82_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
83,moonshine$dispatch_83_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
84,moonshine$dispatch_84_rope_s8,,,27.890595460,ms,27890595.460,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,rope_s8,T=165;H=8;D=36;R=32,1115624,pext_int_rot[curated[pext_nl]],measured,
85,moonshine$dispatch_85_rope_s8,,,27.870532820,ms,27870532.820,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,rope_s8,T=165;H=8;D=36;R=32,1114821,pext_int_rot[curated[pext_nl]],measured,
86,moonshine$dispatch_86_permute4_s8,,,4.382370850,ms,4382370.850,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175295,pext_block[curated[pext_nl]],measured,
87,moonshine$dispatch_87_permute4_s8,,,4.382470170,ms,4382470.170,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175299,pext_block[curated[pext_nl]],measured,
88,moonshine$dispatch_88_permute4_s8,,,4.379043630,ms,4379043.630,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=165;d2=8;d3=36;p0=0;p1=2;p2=1;p3=3,175162,pext_block[curated[pext_nl]],measured,
89,moonshine$dispatch_89_attention_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,attention_s8,B=8;M=165;Dk=36;S=165;Dv=36,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
90,moonshine$dispatch_90_permute4_s8,,,3.719782300,ms,3719782.300,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,permute4_s8,d0=1;d1=8;d2=165;d3=36;p0=0;p1=2;p2=1;p3=3,148791,pext_block[curated[pext_nl]],measured,
91,moonshine$dispatch_91_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
92,moonshine$dispatch_92_add_s8,,,17.214539680,ms,17214539.680,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,add_s8,n=47520,688582,pext_int_add[curated[pext_nl]],measured,
93,moonshine$dispatch_93_layernorm_pc_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,layernorm_pc_s8,M=165;K=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
94,moonshine$dispatch_94_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=1152,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
95,moonshine$dispatch_95_gelu_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,gelu_s8,n=190080,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
96,moonshine$dispatch_96_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=1152;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
97,moonshine$dispatch_97_add_s8,,,17.275571820,ms,17275571.820,0,,board_measured_b1_scaled_by_measured_region_factor_0.9932,add_s8,n=47520,691023,pext_int_add[curated[pext_nl]],measured,
98,moonshine$dispatch_98_layernorm_pc_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,layernorm_pc_s8,M=165;K=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
99,moonshine$dispatch_99_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
100,moonshine$dispatch_100_linear_s8,,,1000000000,us,1000000000000,0,,excluded_unmeasured,linear_s8,M=165;K=288;N=288,,,excluded_unmeasured,"the roccmoon kernel #includes a hart-0-executable fallback body, so this cell is physically possible -- but no board run in this tree has measured it, and inventing a number here would be fiction"
